basisOfRecord,occurrenceID,eventID,chrono,plot,species,count,organismQuantityType,kingdom
HumanObservation,BogFungi_7338,BogFungi_Plot_264_089,089,264,Sphagnurus paluster,2,number of fruitbodies,Fungi
HumanObservation,BogFungi_7339,BogFungi_Plot_083_089,089,083,Sphagnurus paluster,2,number of fruitbodies,Fungi
HumanObservation,BogFungi_7340,BogFungi_Plot_039_089,089,039,Arrhenia gerardiana,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7341,BogFungi_Plot_172_090,090,172,Gymnopus junquilleus,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7342,BogFungi_Plot_172_090,090,172,Arrhenia gerardiana,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7343,BogFungi_Plot_163_090,090,163,Arrhenia gerardiana,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7344,BogFungi_Plot_144_090,090,144,Sphagnurus paluster,10,number of fruitbodies,Fungi
HumanObservation,BogFungi_7345,BogFungi_Plot_148_090,090,148,Sphagnurus paluster,5,number of fruitbodies,Fungi
HumanObservation,BogFungi_7346,BogFungi_Plot_137_090,090,137,Arrhenia gerardiana,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7347,BogFungi_Plot_135_090,090,135,Arrhenia gerardiana,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7348,BogFungi_Plot_127_090,090,127,Sphagnurus paluster,5,number of fruitbodies,Fungi
HumanObservation,BogFungi_7349,BogFungi_Plot_127_090,090,127,Arrhenia gerardiana,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7350,BogFungi_Plot_126_090,090,126,Sphagnurus paluster,20,number of fruitbodies,Fungi
HumanObservation,BogFungi_7351,BogFungi_Plot_125_090,090,125,Sphagnurus paluster,5,number of fruitbodies,Fungi
HumanObservation,BogFungi_7352,BogFungi_Plot_112_090,090,112,Sphagnurus paluster,5,number of fruitbodies,Fungi
HumanObservation,BogFungi_7353,BogFungi_Plot_111_090,090,111,Sphagnurus paluster,3,number of fruitbodies,Fungi
HumanObservation,BogFungi_7354,BogFungi_Plot_107_090,090,107,Sphagnurus paluster,5,number of fruitbodies,Fungi
HumanObservation,BogFungi_7355,BogFungi_Plot_096_090,090,096,Sphagnurus paluster,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7356,BogFungi_Plot_097_090,090,097,Arrhenia gerardiana,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7357,BogFungi_Plot_094_090,090,094,Sphagnurus paluster,20,number of fruitbodies,Fungi
HumanObservation,BogFungi_7358,BogFungi_Plot_094_090,090,094,Galerina paludosa,5,number of fruitbodies,Fungi
HumanObservation,BogFungi_7359,BogFungi_Plot_196_090,090,196,Sphagnurus paluster,10,number of fruitbodies,Fungi
HumanObservation,BogFungi_7360,BogFungi_Plot_197_090,090,197,Sphagnurus paluster,5,number of fruitbodies,Fungi
HumanObservation,BogFungi_7361,BogFungi_Plot_198_090,090,198,Sphagnurus paluster,10,number of fruitbodies,Fungi
HumanObservation,BogFungi_7362,BogFungi_Plot_203_090,090,203,Sphagnurus paluster,10,number of fruitbodies,Fungi
HumanObservation,BogFungi_7363,BogFungi_Plot_206_090,090,206,Galerina tibiicystis,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7364,BogFungi_Plot_210_090,090,210,Sphagnurus paluster,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7365,BogFungi_Plot_215_090,090,215,Gymnopus androsaceus,3,number of fruitbodies,Fungi
HumanObservation,BogFungi_7366,BogFungi_Plot_223_090,090,223,Sphagnurus paluster,3,number of fruitbodies,Fungi
HumanObservation,BogFungi_7367,BogFungi_Plot_227_090,090,227,Sphagnurus paluster,3,number of fruitbodies,Fungi
HumanObservation,BogFungi_7368,BogFungi_Plot_230_090,090,230,Sphagnurus paluster,3,number of fruitbodies,Fungi
HumanObservation,BogFungi_7369,BogFungi_Plot_232_090,090,232,Sphagnurus paluster,3,number of fruitbodies,Fungi
HumanObservation,BogFungi_7370,BogFungi_Plot_233_090,090,233,Sphagnurus paluster,5,number of fruitbodies,Fungi
HumanObservation,BogFungi_7371,BogFungi_Plot_237_090,090,237,Sphagnurus paluster,2,number of fruitbodies,Fungi
HumanObservation,BogFungi_7372,BogFungi_Plot_243_090,090,243,Sphagnurus paluster,2,number of fruitbodies,Fungi
HumanObservation,BogFungi_7373,BogFungi_Plot_261_090,090,261,Arrhenia gerardiana,2,number of fruitbodies,Fungi
HumanObservation,BogFungi_7374,BogFungi_Plot_263_090,090,263,Sphagnurus paluster,3,number of fruitbodies,Fungi
HumanObservation,BogFungi_7375,BogFungi_Plot_264_090,090,264,Sphagnurus paluster,3,number of fruitbodies,Fungi
HumanObservation,BogFungi_7376,BogFungi_Plot_254_090,090,254,Gymnopus androsaceus,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7377,BogFungi_Plot_253_090,090,253,Galerina paludosa,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7378,BogFungi_Plot_083_090,090,083,Sphagnurus paluster,3,number of fruitbodies,Fungi
HumanObservation,BogFungi_7379,BogFungi_Plot_082_090,090,082,Sphagnurus paluster,10,number of fruitbodies,Fungi
HumanObservation,BogFungi_7380,BogFungi_Plot_075_090,090,075,Sphagnurus paluster,2,number of fruitbodies,Fungi
HumanObservation,BogFungi_7381,BogFungi_Plot_050_090,090,050,Arrhenia bigelowii,2,number of fruitbodies,Fungi
HumanObservation,BogFungi_7382,BogFungi_Plot_047_090,090,047,Sphagnurus paluster,2,number of fruitbodies,Fungi
HumanObservation,BogFungi_7383,BogFungi_Plot_036_090,090,036,Arrhenia gerardiana,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7384,BogFungi_Plot_036_090,090,036,Gymnopus androsaceus,2,number of fruitbodies,Fungi
HumanObservation,BogFungi_7385,BogFungi_Plot_035_090,090,035,Arrhenia gerardiana,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7386,BogFungi_Plot_034_090,090,034,Arrhenia gerardiana,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7387,BogFungi_Plot_021_090,090,021,Sphagnurus paluster,3,number of fruitbodies,Fungi
HumanObservation,BogFungi_7388,BogFungi_Plot_019_090,090,019,Sphagnurus paluster,2,number of fruitbodies,Fungi
HumanObservation,BogFungi_7389,BogFungi_Plot_012_090,090,012,Sphagnurus paluster,5,number of fruitbodies,Fungi
HumanObservation,BogFungi_7390,BogFungi_Plot_009_090,090,009,Arrhenia gerardiana,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7391,BogFungi_Plot_008_090,090,008,Sphagnurus paluster,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7392,BogFungi_Plot_004_090,090,004,Galerina paludosa,2,number of fruitbodies,Fungi
HumanObservation,BogFungi_7393,BogFungi_Plot_002_090,090,002,Sphagnurus paluster,2,number of fruitbodies,Fungi
HumanObservation,BogFungi_7394,BogFungi_Plot_002_090,090,002,Galerina paludosa,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7395,BogFungi_Plot_213_091,091,213,Arrhenia gerardiana,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7396,BogFungi_Plot_216_091,091,216,Arrhenia gerardiana,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7397,BogFungi_Plot_242_091,091,242,Arrhenia gerardiana,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7398,BogFungi_Plot_251_091,091,251,Galerina tibiicystis,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7399,BogFungi_Plot_254_091,091,254,Hebeloma incarnatulum,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7400,BogFungi_Plot_258_091,091,258,Arrhenia gerardiana,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7401,BogFungi_Plot_263_091,091,263,Arrhenia gerardiana,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7402,BogFungi_Plot_266_091,091,266,Sphagnurus paluster,3,number of fruitbodies,Fungi
HumanObservation,BogFungi_7403,BogFungi_Plot_267_091,091,267,Arrhenia gerardiana,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7404,BogFungi_Plot_199_091,091,199,Arrhenia gerardiana,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7405,BogFungi_Plot_189_091,091,189,Arrhenia bigelowii,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7406,BogFungi_Plot_120_091,091,120,Sphagnurus paluster,2,number of fruitbodies,Fungi
HumanObservation,BogFungi_7407,BogFungi_Plot_131_091,091,131,Cortinarius aurantiobasis/cinnamomeus/davemallochii,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7408,BogFungi_Plot_143_091,091,143,Arrhenia gerardiana,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7409,BogFungi_Plot_144_091,091,144,Sphagnurus paluster,5,number of fruitbodies,Fungi
HumanObservation,BogFungi_7410,BogFungi_Plot_146_091,091,146,Sphagnurus paluster,5,number of fruitbodies,Fungi
HumanObservation,BogFungi_7411,BogFungi_Plot_148_091,091,148,Sphagnurus paluster,3,number of fruitbodies,Fungi
HumanObservation,BogFungi_7412,BogFungi_Plot_056_091,091,056,Galerina tibiicystis,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7413,BogFungi_Plot_026_091,091,026,Sphagnurus paluster,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7414,BogFungi_Plot_008_091,091,008,Sphagnurus paluster,5,number of fruitbodies,Fungi
HumanObservation,BogFungi_7415,BogFungi_Plot_002_091,091,002,Galerina tibiicystis,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7416,BogFungi_Plot_088_092,092,088,Galerina tibiicystis,2,number of fruitbodies,Fungi
HumanObservation,BogFungi_7417,BogFungi_Plot_098_092,092,098,Sphagnurus paluster,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7418,BogFungi_Plot_113_092,092,113,Cortinarius aurantiobasis/cinnamomeus/davemallochii,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7419,BogFungi_Plot_118_092,092,118,Galerina tibiicystis,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7420,BogFungi_Plot_121_092,092,121,Galerina tibiicystis,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7421,BogFungi_Plot_130_092,092,130,Galerina tibiicystis,4,number of fruitbodies,Fungi
HumanObservation,BogFungi_7422,BogFungi_Plot_132_092,092,132,Sphagnomphalia brevibasidiata,2,number of fruitbodies,Fungi
HumanObservation,BogFungi_7423,BogFungi_Plot_132_092,092,132,Sphagnurus paluster,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7424,BogFungi_Plot_133_092,092,133,Lichenomphalia umbellifera,3,number of fruitbodies,Fungi
HumanObservation,BogFungi_7425,BogFungi_Plot_133_092,092,133,Galerina calyptrata s.l.,2,number of fruitbodies,Fungi
HumanObservation,BogFungi_7426,BogFungi_Plot_136_092,092,136,Cortinarius aurantiobasis/cinnamomeus/davemallochii,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7427,BogFungi_Plot_140_092,092,140,Lactarius rufus,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7428,BogFungi_Plot_142_092,092,142,Sphagnurus paluster,3,number of fruitbodies,Fungi
HumanObservation,BogFungi_7429,BogFungi_Plot_146_092,092,146,Cortinarius aurantiobasis/cinnamomeus/davemallochii,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7430,BogFungi_Plot_149_092,092,149,Lactarius musteus,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7431,BogFungi_Plot_153_092,092,153,Cortinarius aurantiobasis/cinnamomeus/davemallochii,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7432,BogFungi_Plot_159_092,092,159,Cortinarius aurantiobasis/cinnamomeus/davemallochii,2,number of fruitbodies,Fungi
HumanObservation,BogFungi_7433,BogFungi_Plot_159_092,092,159,Galerina tibiicystis,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7434,BogFungi_Plot_160_092,092,160,Cortinarius aurantiobasis/cinnamomeus/davemallochii,3,number of fruitbodies,Fungi
HumanObservation,BogFungi_7435,BogFungi_Plot_178_092,092,178,Arrhenia bigelowii,3,number of fruitbodies,Fungi
HumanObservation,BogFungi_7436,BogFungi_Plot_179_092,092,179,Arrhenia bigelowii,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7437,BogFungi_Plot_195_092,092,195,Arrhenia bigelowii,2,number of fruitbodies,Fungi
HumanObservation,BogFungi_7438,BogFungi_Plot_196_092,092,196,Arrhenia bigelowii,5,number of fruitbodies,Fungi
HumanObservation,BogFungi_7439,BogFungi_Plot_196_092,092,196,Galerina sphagnicola,4,number of fruitbodies,Fungi
HumanObservation,BogFungi_7440,BogFungi_Plot_202_092,092,202,Galerina tibiicystis,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7441,BogFungi_Plot_210_092,092,210,Arrhenia gerardiana,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7442,BogFungi_Plot_217_092,092,217,Gymnopilus decipiens,2,number of fruitbodies,Fungi
HumanObservation,BogFungi_7443,BogFungi_Plot_224_092,092,224,Entoloma fuscomarginatum,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7444,BogFungi_Plot_243_092,092,243,Cortinarius aurantiobasis/cinnamomeus/davemallochii,7,number of fruitbodies,Fungi
HumanObservation,BogFungi_7445,BogFungi_Plot_244_092,092,244,Cortinarius aurantiobasis/cinnamomeus/davemallochii,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7446,BogFungi_Plot_248_092,092,248,Galerina tibiicystis,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7447,BogFungi_Plot_252_092,092,252,Galerina tibiicystis,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7448,BogFungi_Plot_083_092,092,083,Galerina tibiicystis,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7449,BogFungi_Plot_050_092,092,050,Arrhenia bigelowii,5,number of fruitbodies,Fungi
HumanObservation,BogFungi_7450,BogFungi_Plot_048_092,092,048,Galerina tibiicystis,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7451,BogFungi_Plot_037_092,092,037,Galerina tibiicystis,2,number of fruitbodies,Fungi
HumanObservation,BogFungi_7452,BogFungi_Plot_024_092,092,024,Arrhenia bigelowii,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7453,BogFungi_Plot_017_092,092,017,Cortinarius lindstroemii,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7454,BogFungi_Plot_009_092,092,009,Galerina paludosa,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7455,BogFungi_Plot_003_092,092,003,Galerina paludosa,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7456,BogFungi_Plot_003_092,092,003,Mycena megaspora,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7457,BogFungi_Plot_002_092,092,002,Cortinarius lindstroemii,4,number of fruitbodies,Fungi
HumanObservation,BogFungi_7458,BogFungi_Plot_002_092,092,002,Galerina paludosa,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7459,BogFungi_Plot_003_092,092,003,Cortinarius lindstroemii,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7460,BogFungi_Plot_142_093,093,142,Cortinarius aurantiobasis/cinnamomeus/davemallochii,2,number of fruitbodies,Fungi
HumanObservation,BogFungi_7461,BogFungi_Plot_167_093,093,167,Cortinarius semisanguineus/cruentiphyllus,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7462,BogFungi_Plot_167_093,093,167,Cortinarius aurantiobasis/cinnamomeus/davemallochii,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7463,BogFungi_Plot_167_093,093,167,Cortinarius glandicolor/coleoptera,5,number of fruitbodies,Fungi
HumanObservation,BogFungi_7464,BogFungi_Plot_169_093,093,169,Cortinarius aurantiobasis/cinnamomeus/davemallochii,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7465,BogFungi_Plot_169_093,093,169,Cortinarius collinitus,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7466,BogFungi_Plot_119_093,093,119,Galerina tibiicystis,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7467,BogFungi_Plot_172_093,093,172,Cortinarius semisanguineus/cruentiphyllus,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7468,BogFungi_Plot_172_093,093,172,Galerina tibiicystis,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7469,BogFungi_Plot_141_093,093,141,Hebeloma incarnatulum,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7470,BogFungi_Plot_141_093,093,141,Galerina tibiicystis,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7471,BogFungi_Plot_141_093,093,141,Cortinarius aurantiobasis/cinnamomeus/davemallochii,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7472,BogFungi_Plot_137_093,093,137,Cortinarius armeniacus/kauffmanianus,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7473,BogFungi_Plot_114_093,093,114,Cortinarius armeniacus/kauffmanianus,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7474,BogFungi_Plot_165_093,093,165,Cortinarius aurantiobasis/cinnamomeus/davemallochii,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7475,BogFungi_Plot_149_093,093,149,Cortinarius aurantiobasis/cinnamomeus/davemallochii,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7476,BogFungi_Plot_121_093,093,121,Galerina tibiicystis,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7477,BogFungi_Plot_147_093,093,147,Cortinarius semisanguineus/cruentiphyllus,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7478,BogFungi_Plot_164_093,093,164,Cortinarius tenuifulvescens,2,number of fruitbodies,Fungi
HumanObservation,BogFungi_7479,BogFungi_Plot_164_093,093,164,Cortinarius aurantiobasis/cinnamomeus/davemallochii,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7480,BogFungi_Plot_164_093,093,164,Cortinarius quarciticus s.l.,4,number of fruitbodies,Fungi
HumanObservation,BogFungi_7481,BogFungi_Plot_161_093,093,161,Hebeloma incarnatulum,2,number of fruitbodies,Fungi
HumanObservation,BogFungi_7482,BogFungi_Plot_161_093,093,161,Cortinarius aurantiobasis/cinnamomeus/davemallochii,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7483,BogFungi_Plot_161_093,093,161,Galerina tibiicystis,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7484,BogFungi_Plot_136_093,093,136,Galerina calyptrata s.l.,5,number of fruitbodies,Fungi
HumanObservation,BogFungi_7485,BogFungi_Plot_136_093,093,136,Cortinarius aurantiobasis/cinnamomeus/davemallochii,2,number of fruitbodies,Fungi
HumanObservation,BogFungi_7486,BogFungi_Plot_163_093,093,163,Lactarius rufus,8,number of fruitbodies,Fungi
HumanObservation,BogFungi_7487,BogFungi_Plot_139_093,093,139,Lactarius rufus,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7488,BogFungi_Plot_139_093,093,139,Cortinarius quarciticus s.l.,2,number of fruitbodies,Fungi
HumanObservation,BogFungi_7489,BogFungi_Plot_166_093,093,166,Suillus praetermissus/flavidus,2,number of fruitbodies,Fungi
HumanObservation,BogFungi_7490,BogFungi_Plot_096_093,093,096,Sphagnurus paluster,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7491,BogFungi_Plot_168_093,093,168,Cortinarius aurantiobasis/cinnamomeus/davemallochii,4,number of fruitbodies,Fungi
HumanObservation,BogFungi_7492,BogFungi_Plot_168_093,093,168,Cortinarius semisanguineus/cruentiphyllus,2,number of fruitbodies,Fungi
HumanObservation,BogFungi_7493,BogFungi_Plot_168_093,093,168,Galerina tibiicystis,2,number of fruitbodies,Fungi
HumanObservation,BogFungi_7494,BogFungi_Plot_168_093,093,168,Hebeloma incarnatulum,2,number of fruitbodies,Fungi
HumanObservation,BogFungi_7495,BogFungi_Plot_158_093,093,158,Cortinarius aurantiobasis/cinnamomeus/davemallochii,2,number of fruitbodies,Fungi
HumanObservation,BogFungi_7496,BogFungi_Plot_158_093,093,158,Cortinarius,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7497,BogFungi_Plot_107_093,093,107,Arrhenia bigelowii,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7498,BogFungi_Plot_130_093,093,130,Cortinarius aurantiobasis/cinnamomeus/davemallochii,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7499,BogFungi_Plot_138_093,093,138,Galerina tibiicystis,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7500,BogFungi_Plot_138_093,093,138,Cortinarius tenuifulvescens,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7501,BogFungi_Plot_160_093,093,160,Cortinarius aurantiobasis/cinnamomeus/davemallochii,3,number of fruitbodies,Fungi
HumanObservation,BogFungi_7502,BogFungi_Plot_168_093,093,168,Cortinarius aurantiobasis/cinnamomeus/davemallochii,4,number of fruitbodies,Fungi
HumanObservation,BogFungi_7503,BogFungi_Plot_168_093,093,168,Gymnopus androsaceus,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7504,BogFungi_Plot_140_093,093,140,Lactarius rufus,24,number of fruitbodies,Fungi
HumanObservation,BogFungi_7505,BogFungi_Plot_140_093,093,140,Cortinarius armeniacus/kauffmanianus,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7506,BogFungi_Plot_140_093,093,140,Cortinarius aurantiobasis/cinnamomeus/davemallochii,2,number of fruitbodies,Fungi
HumanObservation,BogFungi_7507,BogFungi_Plot_159_093,093,159,Hebeloma incarnatulum,2,number of fruitbodies,Fungi
HumanObservation,BogFungi_7508,BogFungi_Plot_099_093,093,099,Cortinarius aurantiobasis/cinnamomeus/davemallochii,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7509,BogFungi_Plot_099_093,093,099,Cortinarius armeniacus/kauffmanianus,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7510,BogFungi_Plot_157_093,093,157,Gymnopus androsaceus,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7511,BogFungi_Plot_157_093,093,157,Cortinarius lindstroemii,2,number of fruitbodies,Fungi
HumanObservation,BogFungi_7512,BogFungi_Plot_153_093,093,153,Lactarius rufus,6,number of fruitbodies,Fungi
HumanObservation,BogFungi_7513,BogFungi_Plot_108_093,093,108,Cortinarius armeniacus/kauffmanianus,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7514,BogFungi_Plot_108_093,093,108,Cortinarius aurantiobasis/cinnamomeus/davemallochii,2,number of fruitbodies,Fungi
HumanObservation,BogFungi_7515,BogFungi_Plot_113_093,093,113,Cortinarius aurantiobasis/cinnamomeus/davemallochii,5,number of fruitbodies,Fungi
HumanObservation,BogFungi_7516,BogFungi_Plot_131_093,093,131,Gymnopus androsaceus,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7517,BogFungi_Plot_147_093,093,147,Cortinarius armeniacus/kauffmanianus,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7518,BogFungi_Plot_133_093,093,133,Thelephora terrestris,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7519,BogFungi_Plot_133_093,093,133,Lichenomphalia umbellifera,2,number of fruitbodies,Fungi
HumanObservation,BogFungi_7520,BogFungi_Plot_146_093,093,146,Cortinarius aurantiobasis/cinnamomeus/davemallochii,4,number of fruitbodies,Fungi
HumanObservation,BogFungi_7521,BogFungi_Plot_150_093,093,150,Cortinarius armeniacus/kauffmanianus,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7522,BogFungi_Plot_120_093,093,120,Galerina tibiicystis,2,number of fruitbodies,Fungi
HumanObservation,BogFungi_7523,BogFungi_Plot_162_093,093,162,Mycena megaspora,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7524,BogFungi_Plot_162_093,093,162,Hebeloma incarnatulum,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7525,BogFungi_Plot_152_093,093,152,Cortinarius aurantiobasis/cinnamomeus/davemallochii,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7526,BogFungi_Plot_074_093,093,074,Arrhenia bigelowii,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7527,BogFungi_Plot_058_093,093,058,Leccinum holopus/schistophilum,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7528,BogFungi_Plot_048_093,093,048,Galerina tibiicystis,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7529,BogFungi_Plot_047_093,093,047,Gymnopus androsaceus,5,number of fruitbodies,Fungi
HumanObservation,BogFungi_7530,BogFungi_Plot_047_093,093,047,Sphagnurus paluster,2,number of fruitbodies,Fungi
HumanObservation,BogFungi_7531,BogFungi_Plot_047_093,093,047,Cortinarius aurantiobasis/cinnamomeus/davemallochii,3,number of fruitbodies,Fungi
HumanObservation,BogFungi_7532,BogFungi_Plot_037_093,093,037,Cortinarius aurantiobasis/cinnamomeus/davemallochii,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7533,BogFungi_Plot_034_093,093,034,Cortinarius aurantiobasis/cinnamomeus/davemallochii,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7534,BogFungi_Plot_038_093,093,038,Gymnopus androsaceus,2,number of fruitbodies,Fungi
HumanObservation,BogFungi_7535,BogFungi_Plot_038_093,093,038,Cortinarius aurantiobasis/cinnamomeus/davemallochii,2,number of fruitbodies,Fungi
HumanObservation,BogFungi_7536,BogFungi_Plot_032_093,093,032,Galerina sphagnicola,3,number of fruitbodies,Fungi
HumanObservation,BogFungi_7537,BogFungi_Plot_019_093,093,019,Galerina sphagnicola,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7538,BogFungi_Plot_003_093,093,003,Lactarius,3,number of fruitbodies,Fungi
HumanObservation,BogFungi_7539,BogFungi_Plot_002_093,093,002,Mycena megaspora,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7540,BogFungi_Plot_002_093,093,002,Cortinarius,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7541,BogFungi_Plot_002_093,093,002,Galerina allospora/sp/sp2,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7542,BogFungi_Plot_002_093,093,002,Lactarius rufus,3,number of fruitbodies,Fungi
HumanObservation,BogFungi_7543,BogFungi_Plot_002_093,093,002,Cortinarius semisanguineus/cruentiphyllus,2,number of fruitbodies,Fungi
HumanObservation,BogFungi_7544,BogFungi_Plot_001_093,093,001,Cortinarius sphagnoravus,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7545,BogFungi_Plot_116_093,093,116,Galerina sphagnicola,3,number of fruitbodies,Fungi
HumanObservation,BogFungi_7546,BogFungi_Plot_116_093,093,116,Arrhenia bigelowii,2,number of fruitbodies,Fungi
HumanObservation,BogFungi_7547,BogFungi_Plot_202_093,093,202,Cortinarius aurantiobasis/cinnamomeus/davemallochii,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7548,BogFungi_Plot_232_093,093,232,Galerina sphagnicola,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7549,BogFungi_Plot_232_093,093,232,Cortinarius aurantiobasis/cinnamomeus/davemallochii,1,number of fruitbodies,Fungi
HumanObservation,BogFungi_7550,BogFungi_Plot_193_093,093,193,Galerina tibiicystis,3,number of fruitbodies,Fungi
HumanObservation,BogFungi_7551,BogFungi_Plot_218_093,093,218,Bogbodia uda,2,number of fruitbodies,Fungi
HumanObservation,BogFungi_7552,BogFungi_Plot_235_093,093,235,Galerina allospora/sp/sp2,1,number of fruitbodies,Fungi
